Using cpu device
c:\Users\Colton\anaconda3\envs\cs260r\Lib\site-packages\stable_baselines3\ppo\ppo.py:155: UserWarning: You have specified a mini-batch size of 256, but because the `RolloutBuffer` is of size `n_steps * n_envs = 5000`, after every 19 untruncated mini-batches, there will be a truncated mini-batch of size 136
We recommend using a `batch_size` that is a factor of `n_steps * n_envs`.
Info: (n_steps=500 and n_envs=10)
  warnings.warn(
Logging to runs\ppo_metadrive\ppo_metadrive_2025-03-16_17-43-31_a51009e7\ppo_metadrive_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.08e+03 |
|    ep_rew_mean     | 9.32     |
| time/              |          |
|    fps             | 901      |
|    iterations      | 4        |
|    time_elapsed    | 22       |
|    total_timesteps | 20000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.59e+03     |
|    ep_rew_mean          | 18.3         |
| time/                   |              |
|    fps                  | 922          |
|    iterations           | 5            |
|    time_elapsed         | 27           |
|    total_timesteps      | 25000        |
| train/                  |              |
|    approx_kl            | 0.0041936925 |
|    clip_fraction        | 0.262        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.81        |
|    explained_variance   | -0.0169      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.0227       |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.0108      |
|    std                  | 0.985        |
|    value_loss           | 0.0892       |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.0667       |
|    max_step             | 0            |
|    mean_ep_length       | 71.4         |
|    mean_reward          | 25.8         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.081829436  |
|    route_completion     | 0.134        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0023435077 |
|    clip_fraction        | 0.145        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.8         |
|    explained_variance   | 0.0371       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.129        |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00432     |
|    std                  | 0.981        |
|    value_loss           | 0.321        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.55e+03 |
|    ep_rew_mean     | 20.2     |
| time/              |          |
|    fps             | 889      |
|    iterations      | 6        |
|    time_elapsed    | 33       |
|    total_timesteps | 30000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.22e+03     |
|    ep_rew_mean          | 19           |
| time/                   |              |
|    fps                  | 878          |
|    iterations           | 7            |
|    time_elapsed         | 39           |
|    total_timesteps      | 35000        |
| train/                  |              |
|    approx_kl            | 0.0033879578 |
|    clip_fraction        | 0.173        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.0319       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.209        |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00593     |
|    std                  | 0.972        |
|    value_loss           | 0.253        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.05         |
|    max_step             | 0            |
|    mean_ep_length       | 132          |
|    mean_reward          | 86.8         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.12483836   |
|    route_completion     | 0.174        |
|    success_rate         | 0            |
|    total_cost           | 3.1          |
| time/                   |              |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0020069717 |
|    clip_fraction        | 0.0723       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.0279       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.31         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.968        |
|    value_loss           | 0.731        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.17e+03 |
|    ep_rew_mean     | 19.8     |
| time/              |          |
|    fps             | 818      |
|    iterations      | 8        |
|    time_elapsed    | 48       |
|    total_timesteps | 40000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 977          |
|    ep_rew_mean          | 18.5         |
| time/                   |              |
|    fps                  | 805          |
|    iterations           | 9            |
|    time_elapsed         | 55           |
|    total_timesteps      | 45000        |
| train/                  |              |
|    approx_kl            | 0.0030468146 |
|    clip_fraction        | 0.152        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.76        |
|    explained_variance   | -0.0223      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.349        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00526     |
|    std                  | 0.959        |
|    value_loss           | 0.551        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.04         |
|    max_step             | 0            |
|    mean_ep_length       | 74.4         |
|    mean_reward          | 48           |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.14997362   |
|    route_completion     | 0.166        |
|    success_rate         | 0            |
|    total_cost           | 2.68         |
| time/                   |              |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0020844506 |
|    clip_fraction        | 0.0957       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.023        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.549        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00259     |
|    std                  | 0.955        |
|    value_loss           | 0.985        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 869      |
|    ep_rew_mean     | 18.3     |
| time/              |          |
|    fps             | 781      |
|    iterations      | 10       |
|    time_elapsed    | 64       |
|    total_timesteps | 50000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 811          |
|    ep_rew_mean          | 17.8         |
| time/                   |              |
|    fps                  | 787          |
|    iterations           | 11           |
|    time_elapsed         | 69           |
|    total_timesteps      | 55000        |
| train/                  |              |
|    approx_kl            | 0.0018461039 |
|    clip_fraction        | 0.078        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.0229       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.582        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.0025      |
|    std                  | 0.951        |
|    value_loss           | 1.11         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.133        |
|    max_step             | 0            |
|    mean_ep_length       | 74.6         |
|    mean_reward          | 58.2         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.1761587    |
|    route_completion     | 0.172        |
|    success_rate         | 0            |
|    total_cost           | 2.5          |
| time/                   |              |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0021749625 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.73        |
|    explained_variance   | 0.00674      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.3          |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.00379     |
|    std                  | 0.943        |
|    value_loss           | 0.756        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 754      |
|    ep_rew_mean     | 18.7     |
| time/              |          |
|    fps             | 771      |
|    iterations      | 12       |
|    time_elapsed    | 77       |
|    total_timesteps | 60000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 697          |
|    ep_rew_mean          | 19           |
| time/                   |              |
|    fps                  | 764          |
|    iterations           | 13           |
|    time_elapsed         | 84           |
|    total_timesteps      | 65000        |
| train/                  |              |
|    approx_kl            | 0.0020491523 |
|    clip_fraction        | 0.0946       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.029        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.26         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00312     |
|    std                  | 0.934        |
|    value_loss           | 1.38         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.114        |
|    max_step             | 0            |
|    mean_ep_length       | 65           |
|    mean_reward          | 50.5         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.19784625   |
|    route_completion     | 0.17         |
|    success_rate         | 0            |
|    total_cost           | 2.29         |
| time/                   |              |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0022834758 |
|    clip_fraction        | 0.118        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.0183       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.846        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.934        |
|    value_loss           | 1.58         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 603      |
|    ep_rew_mean     | 18.7     |
| time/              |          |
|    fps             | 736      |
|    iterations      | 14       |
|    time_elapsed    | 94       |
|    total_timesteps | 70000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 422          |
|    ep_rew_mean          | 18.8         |
| time/                   |              |
|    fps                  | 721          |
|    iterations           | 15           |
|    time_elapsed         | 103          |
|    total_timesteps      | 75000        |
| train/                  |              |
|    approx_kl            | 0.0022469738 |
|    clip_fraction        | 0.0969       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.0315       |
|    learning_rate        | 5e-05        |
|    loss                 | 1.4          |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00271     |
|    std                  | 0.929        |
|    value_loss           | 2.28         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.15         |
|    max_step             | 0            |
|    mean_ep_length       | 46           |
|    mean_reward          | 24.4         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.21283023   |
|    route_completion     | 0.162        |
|    success_rate         | 0            |
|    total_cost           | 2.12         |
| time/                   |              |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0013771876 |
|    clip_fraction        | 0.0725       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.00227      |
|    learning_rate        | 5e-05        |
|    loss                 | 1.52         |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.0025      |
|    std                  | 0.924        |
|    value_loss           | 2.75         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 322      |
|    ep_rew_mean     | 17.4     |
| time/              |          |
|    fps             | 703      |
|    iterations      | 16       |
|    time_elapsed    | 113      |
|    total_timesteps | 80000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 241          |
|    ep_rew_mean          | 15.1         |
| time/                   |              |
|    fps                  | 685          |
|    iterations           | 17           |
|    time_elapsed         | 123          |
|    total_timesteps      | 85000        |
| train/                  |              |
|    approx_kl            | 0.0019166674 |
|    clip_fraction        | 0.0616       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.049        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.1          |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00199     |
|    std                  | 0.918        |
|    value_loss           | 3.74         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.156        |
|    max_step             | 0            |
|    mean_ep_length       | 33.8         |
|    mean_reward          | 11.6         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.22374982   |
|    route_completion     | 0.15         |
|    success_rate         | 0            |
|    total_cost           | 2            |
| time/                   |              |
|    total_timesteps      | 90000        |
| train/                  |              |
|    approx_kl            | 0.0017809641 |
|    clip_fraction        | 0.0667       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -0.00222     |
|    learning_rate        | 5e-05        |
|    loss                 | 2.52         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00226     |
|    std                  | 0.913        |
|    value_loss           | 4.63         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 207      |
|    ep_rew_mean     | 14.9     |
| time/              |          |
|    fps             | 664      |
|    iterations      | 18       |
|    time_elapsed    | 135      |
|    total_timesteps | 90000    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 192          |
|    ep_rew_mean          | 15.6         |
| time/                   |              |
|    fps                  | 663          |
|    iterations           | 19           |
|    time_elapsed         | 143          |
|    total_timesteps      | 95000        |
| train/                  |              |
|    approx_kl            | 0.0009955105 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.058        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.16         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00267     |
|    std                  | 0.906        |
|    value_loss           | 4.62         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.18         |
|    max_step             | 0            |
|    mean_ep_length       | 58.4         |
|    mean_reward          | 45.1         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.2416878    |
|    route_completion     | 0.154        |
|    success_rate         | 0            |
|    total_cost           | 1.9          |
| time/                   |              |
|    total_timesteps      | 100000       |
| train/                  |              |
|    approx_kl            | 0.0015193938 |
|    clip_fraction        | 0.056        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.0766       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.37         |
|    n_updates            | 380          |
|    policy_gradient_loss | -0.00237     |
|    std                  | 0.901        |
|    value_loss           | 4.62         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 188      |
|    ep_rew_mean     | 17.5     |
| time/              |          |
|    fps             | 656      |
|    iterations      | 20       |
|    time_elapsed    | 152      |
|    total_timesteps | 100000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 202          |
|    ep_rew_mean          | 21           |
| time/                   |              |
|    fps                  | 657          |
|    iterations           | 21           |
|    time_elapsed         | 159          |
|    total_timesteps      | 105000       |
| train/                  |              |
|    approx_kl            | 0.0020019454 |
|    clip_fraction        | 0.0747       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.62        |
|    explained_variance   | 0.13         |
|    learning_rate        | 5e-05        |
|    loss                 | 1.82         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00289     |
|    std                  | 0.898        |
|    value_loss           | 4.67         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.164        |
|    max_step             | 0            |
|    mean_ep_length       | 59.8         |
|    mean_reward          | 47.7         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.25702918   |
|    route_completion     | 0.153        |
|    success_rate         | 0            |
|    total_cost           | 1.82         |
| time/                   |              |
|    total_timesteps      | 110000       |
| train/                  |              |
|    approx_kl            | 0.0012741673 |
|    clip_fraction        | 0.0459       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.61        |
|    explained_variance   | 0.0368       |
|    learning_rate        | 5e-05        |
|    loss                 | 4            |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00308     |
|    std                  | 0.892        |
|    value_loss           | 4.76         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 206      |
|    ep_rew_mean     | 22.3     |
| time/              |          |
|    fps             | 657      |
|    iterations      | 22       |
|    time_elapsed    | 167      |
|    total_timesteps | 110000   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 220         |
|    ep_rew_mean          | 25.7        |
| time/                   |             |
|    fps                  | 658         |
|    iterations           | 23          |
|    time_elapsed         | 174         |
|    total_timesteps      | 115000      |
| train/                  |             |
|    approx_kl            | 0.002073293 |
|    clip_fraction        | 0.0593      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.115       |
|    learning_rate        | 5e-05       |
|    loss                 | 3.14        |
|    n_updates            | 440         |
|    policy_gradient_loss | -0.00274    |
|    std                  | 0.889       |
|    value_loss           | 7.31        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.183        |
|    max_step             | 0            |
|    mean_ep_length       | 101          |
|    mean_reward          | 95.8         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.2792714    |
|    route_completion     | 0.17         |
|    success_rate         | 0            |
|    total_cost           | 2.4          |
| time/                   |              |
|    total_timesteps      | 120000       |
| train/                  |              |
|    approx_kl            | 0.0015684167 |
|    clip_fraction        | 0.065        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.6         |
|    explained_variance   | 0.304        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.71         |
|    n_updates            | 460          |
|    policy_gradient_loss | -0.00306     |
|    std                  | 0.885        |
|    value_loss           | 6.15         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 211      |
|    ep_rew_mean     | 25.8     |
| time/              |          |
|    fps             | 651      |
|    iterations      | 24       |
|    time_elapsed    | 184      |
|    total_timesteps | 120000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 215          |
|    ep_rew_mean          | 29.9         |
| time/                   |              |
|    fps                  | 644          |
|    iterations           | 25           |
|    time_elapsed         | 193          |
|    total_timesteps      | 125000       |
| train/                  |              |
|    approx_kl            | 0.0017037019 |
|    clip_fraction        | 0.085        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.58        |
|    explained_variance   | 0.194        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.97         |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00412     |
|    std                  | 0.879        |
|    value_loss           | 6.03         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.185        |
|    max_step             | 0            |
|    mean_ep_length       | 95           |
|    mean_reward          | 96.7         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.29696774   |
|    route_completion     | 0.179        |
|    success_rate         | 0            |
|    total_cost           | 2.55         |
| time/                   |              |
|    total_timesteps      | 130000       |
| train/                  |              |
|    approx_kl            | 0.0016538494 |
|    clip_fraction        | 0.0464       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.0143       |
|    learning_rate        | 5e-05        |
|    loss                 | 5.23         |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.0029      |
|    std                  | 0.874        |
|    value_loss           | 10.9         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 219      |
|    ep_rew_mean     | 33.8     |
| time/              |          |
|    fps             | 646      |
|    iterations      | 26       |
|    time_elapsed    | 201      |
|    total_timesteps | 130000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 229          |
|    ep_rew_mean          | 38.2         |
| time/                   |              |
|    fps                  | 649          |
|    iterations           | 27           |
|    time_elapsed         | 207          |
|    total_timesteps      | 135000       |
| train/                  |              |
|    approx_kl            | 0.0016003707 |
|    clip_fraction        | 0.0497       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 0.0778       |
|    learning_rate        | 5e-05        |
|    loss                 | 3.14         |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00218     |
|    std                  | 0.866        |
|    value_loss           | 8.98         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0143       |
|    crash                | 0.186        |
|    max_step             | 0            |
|    mean_ep_length       | 144          |
|    mean_reward          | 104          |
|    num_episodes         | 5            |
|    out_of_road          | 0.986        |
|    raw_action           | 0.32120183   |
|    route_completion     | 0.203        |
|    success_rate         | 0.2          |
|    total_cost           | 4.66         |
| time/                   |              |
|    total_timesteps      | 140000       |
| train/                  |              |
|    approx_kl            | 0.0015746423 |
|    clip_fraction        | 0.0775       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.54        |
|    explained_variance   | 0.172        |
|    learning_rate        | 5e-05        |
|    loss                 | 4.99         |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00361     |
|    std                  | 0.86         |
|    value_loss           | 8.83         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 243      |
|    ep_rew_mean     | 44.7     |
| time/              |          |
|    fps             | 643      |
|    iterations      | 28       |
|    time_elapsed    | 217      |
|    total_timesteps | 140000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 262          |
|    ep_rew_mean          | 51.1         |
| time/                   |              |
|    fps                  | 648          |
|    iterations           | 29           |
|    time_elapsed         | 223          |
|    total_timesteps      | 145000       |
| train/                  |              |
|    approx_kl            | 0.0012389034 |
|    clip_fraction        | 0.0565       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.53        |
|    explained_variance   | 0.363        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.11         |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00288     |
|    std                  | 0.858        |
|    value_loss           | 10.5         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0133       |
|    crash                | 0.227        |
|    max_step             | 0            |
|    mean_ep_length       | 109          |
|    mean_reward          | 118          |
|    num_episodes         | 5            |
|    out_of_road          | 0.987        |
|    raw_action           | 0.33585605   |
|    route_completion     | 0.216        |
|    success_rate         | 0            |
|    total_cost           | 4.77         |
| time/                   |              |
|    total_timesteps      | 150000       |
| train/                  |              |
|    approx_kl            | 0.0013855045 |
|    clip_fraction        | 0.0767       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.52        |
|    explained_variance   | 0.211        |
|    learning_rate        | 5e-05        |
|    loss                 | 4.8          |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.003       |
|    std                  | 0.854        |
|    value_loss           | 11.3         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 280      |
|    ep_rew_mean     | 58.6     |
| time/              |          |
|    fps             | 649      |
|    iterations      | 30       |
|    time_elapsed    | 230      |
|    total_timesteps | 150000   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 309         |
|    ep_rew_mean          | 67.7        |
| time/                   |             |
|    fps                  | 655         |
|    iterations           | 31          |
|    time_elapsed         | 236         |
|    total_timesteps      | 155000      |
| train/                  |             |
|    approx_kl            | 0.002576915 |
|    clip_fraction        | 0.0915      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.51       |
|    explained_variance   | 0.203       |
|    learning_rate        | 5e-05       |
|    loss                 | 5.56        |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.00373    |
|    std                  | 0.848       |
|    value_loss           | 9.67        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0.0125       |
|    crash                | 0.225        |
|    max_step             | 0            |
|    mean_ep_length       | 74.6         |
|    mean_reward          | 65.6         |
|    num_episodes         | 5            |
|    out_of_road          | 0.988        |
|    raw_action           | 0.3450317    |
|    route_completion     | 0.219        |
|    success_rate         | 0            |
|    total_cost           | 4.65         |
| time/                   |              |
|    total_timesteps      | 160000       |
| train/                  |              |
|    approx_kl            | 0.0019665752 |
|    clip_fraction        | 0.0845       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.5         |
|    explained_variance   | 0.522        |
|    learning_rate        | 5e-05        |
|    loss                 | 4.33         |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00403     |
|    std                  | 0.844        |
|    value_loss           | 11.7         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 320      |
|    ep_rew_mean     | 73.3     |
| time/              |          |
|    fps             | 654      |
|    iterations      | 32       |
|    time_elapsed    | 244      |
|    total_timesteps | 160000   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 340          |
|    ep_rew_mean          | 82           |
| time/                   |              |
|    fps                  | 662          |
|    iterations           | 33           |
|    time_elapsed         | 249          |
|    total_timesteps      | 165000       |
| train/                  |              |
|    approx_kl            | 0.0010822697 |
|    clip_fraction        | 0.0452       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.49        |
|    explained_variance   | 0.331        |
|    learning_rate        | 5e-05        |
|    loss                 | 6.37         |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00364     |
|    std                  | 0.838        |
|    value_loss           | 16.7         |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0.0118      |
|    crash                | 0.235       |
