Using cpu device
Logging to runs\sac_metadrive\sac_metadrive_2025-03-18_16-46-04_d664e374\sac_metadrive_1
---------------------------------
| rollout/           |          |
--------------------------------------
| eval/               |              |
|    arrive_dest      | 0            |
|    crash            | 0            |
|    max_step         | 0            |
|    mean_ep_length   | 486          |
|    mean_reward      | 46.5         |
|    num_episodes     | 5            |
|    out_of_road      | 1            |
|    raw_action       | 0.0060557174 |
|    route_completion | 0.173        |
|    success_rate     | 0            |
|    total_cost       | 1            |
| time/               |              |
|    total_timesteps  | 20000        |
| train/              |              |
|    actor_loss       | -6.44        |
|    critic_loss      | 0.025        |
|    ent_coef         | 0.905        |
|    ent_coef_loss    | -0.335       |
|    learning_rate    | 5e-05        |
|    n_updates        | 1989         |
--------------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 437         |
|    mean_reward      | 56.1        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.006468014 |
|    route_completion | 0.165       |
|    success_rate     | 0           |
|    total_cost       | 1           |
| time/               |             |
|    total_timesteps  | 30000       |
| train/              |             |
|    actor_loss       | -8.3        |
|    critic_loss      | 0.0172      |
|    ent_coef         | 0.861       |
|    ent_coef_loss    | -0.504      |
|    learning_rate    | 5e-05       |
|    n_updates        | 2989        |
-------------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 424         |
|    mean_reward      | 35.8        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.007926578 |
|    route_completion | 0.151       |
|    success_rate     | 0           |
|    total_cost       | 1           |
| time/               |             |
|    total_timesteps  | 40000       |
| train/              |             |
|    actor_loss       | -10.1       |
|    critic_loss      | 0.017       |
|    ent_coef         | 0.819       |
|    ent_coef_loss    | -0.673      |
|    learning_rate    | 5e-05       |
|    n_updates        | 3989        |
-------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.11e+03 |
|    ep_rew_mean     | 16.1     |
| time/              |          |
|    episodes        | 4        |
|    fps             | 453      |
|    time_elapsed    | 102      |
|    total_timesteps | 46330    |
| train/             |          |
|    actor_loss      | -11.2    |
|    critic_loss     | 0.0147   |
|    ent_coef        | 0.794    |
|    ent_coef_loss   | -0.777   |
|    learning_rate   | 5e-05    |
|    n_updates       | 4622     |
---------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.65e+03 |
|    ep_rew_mean     | 20       |
| time/              |          |
|    episodes        | 5        |
|    fps             | 455      |
|    time_elapsed    | 105      |
|    total_timesteps | 48060    |
| train/             |          |
|    actor_loss      | -11.4    |
|    critic_loss     | 0.0108   |
|    ent_coef        | 0.787    |
|    ent_coef_loss   | -0.803   |
|    learning_rate   | 5e-05    |
|    n_updates       | 4795     |
---------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 2.72e+03 |
|    ep_rew_mean     | 20.5     |
| time/              |          |
|    episodes        | 6        |
|    fps             | 457      |
|    time_elapsed    | 108      |
|    total_timesteps | 49520    |
| train/             |          |
|    actor_loss      | -11.6    |
|    critic_loss     | 0.0164   |
|    ent_coef        | 0.781    |
|    ent_coef_loss   | -0.831   |
|    learning_rate   | 5e-05    |
|    n_updates       | 4941     |
---------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 451         |
|    mean_reward      | 57.9        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.008825755 |
|    route_completion | 0.162       |
|    success_rate     | 0           |
|    total_cost       | 1           |
| time/               |             |
|    total_timesteps  | 50000       |
| train/              |             |
|    actor_loss       | -11.7       |
|    critic_loss      | 0.0198      |
|    ent_coef         | 0.779       |
|    ent_coef_loss    | -0.842      |
|    learning_rate    | 5e-05       |
|    n_updates        | 4989        |
-------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.09e+03 |
|    ep_rew_mean     | 24.1     |
| time/              |          |
|    episodes        | 7        |
|    fps             | 450      |
|    time_elapsed    | 117      |
|    total_timesteps | 53020    |
| train/             |          |
|    actor_loss      | -12.1    |
|    critic_loss     | 0.00897  |
|    ent_coef        | 0.768    |
|    ent_coef_loss   | -0.884   |
|    learning_rate   | 5e-05    |
|    n_updates       | 5291     |
---------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.14e+03 |
|    ep_rew_mean     | 24.5     |
| time/              |          |
|    episodes        | 8        |
|    fps             | 450      |
|    time_elapsed    | 119      |
|    total_timesteps | 53960    |
| train/             |          |
|    actor_loss      | -12.3    |
|    critic_loss     | 0.0139   |
|    ent_coef        | 0.764    |
|    ent_coef_loss   | -0.905   |
|    learning_rate   | 5e-05    |
|    n_updates       | 5385     |
---------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 1.53e+04    |
|    mean_reward      | -7.82e+03   |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.014083642 |
|    route_completion | 0.171       |
|    success_rate     | 0           |
|    total_cost       | 1.32e+03    |
| time/               |             |
|    total_timesteps  | 60000       |
| train/              |             |
|    actor_loss       | -13.1       |
|    critic_loss      | 0.0121      |
|    ent_coef         | 0.741       |
|    ent_coef_loss    | -1.01       |
|    learning_rate    | 5e-05       |
|    n_updates        | 5989        |
-------------------------------------
------------------------------------
| eval/               |            |
|    arrive_dest      | 0          |
|    crash            | 0          |
|    max_step         | 0          |
|    mean_ep_length   | 784        |
|    mean_reward      | 55.4       |
|    num_episodes     | 5          |
|    out_of_road      | 1          |
|    raw_action       | 0.01387433 |
|    route_completion | 0.172      |
|    success_rate     | 0          |
|    total_cost       | 1.13e+03   |
| time/               |            |
|    total_timesteps  | 70000      |
| train/              |            |
|    actor_loss       | -14.5      |
|    critic_loss      | 0.0121     |
|    ent_coef         | 0.705      |
|    ent_coef_loss    | -1.18      |
|    learning_rate    | 5e-05      |
|    n_updates        | 6989       |
------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.61e+03 |
|    ep_rew_mean     | 28.8     |
| time/              |          |
|    episodes        | 9        |
|    fps             | 157      |
|    time_elapsed    | 470      |
|    total_timesteps | 74010    |
| train/             |          |
|    actor_loss      | -14.9    |
|    critic_loss     | 0.0232   |
|    ent_coef        | 0.691    |
|    ent_coef_loss   | -1.24    |
|    learning_rate   | 5e-05    |
|    n_updates       | 7390     |
---------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.55e+03 |
|    ep_rew_mean     | 29       |
| time/              |          |
|    episodes        | 10       |
|    fps             | 159      |
|    time_elapsed    | 474      |
|    total_timesteps | 75980    |
| train/             |          |
|    actor_loss      | -15.2    |
|    critic_loss     | 0.0143   |
|    ent_coef        | 0.684    |
|    ent_coef_loss   | -1.28    |
|    learning_rate   | 5e-05    |
|    n_updates       | 7587     |
---------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.49e+03 |
|    ep_rew_mean     | 28.1     |
| time/              |          |
|    episodes        | 11       |
|    fps             | 164      |
|    time_elapsed    | 480      |
|    total_timesteps | 78880    |
| train/             |          |
|    actor_loss      | -15.5    |
|    critic_loss     | 0.00675  |
|    ent_coef        | 0.674    |
|    ent_coef_loss   | -1.33    |
|    learning_rate   | 5e-05    |
|    n_updates       | 7877     |
---------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 337         |
|    mean_reward      | 36.9        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.013761533 |
|    route_completion | 0.167       |
|    success_rate     | 0           |
|    total_cost       | 987         |
| time/               |             |
|    total_timesteps  | 80000       |
| train/              |             |
|    actor_loss       | -15.6       |
|    critic_loss      | 0.0151      |
|    ent_coef         | 0.671       |
|    ent_coef_loss    | -1.34       |
|    learning_rate    | 5e-05       |
|    n_updates        | 7989        |
-------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.27e+03 |
|    ep_rew_mean     | 26       |
| time/              |          |
|    episodes        | 12       |
|    fps             | 170      |
|    time_elapsed    | 493      |
|    total_timesteps | 84010    |
| train/             |          |
|    actor_loss      | -16.1    |
|    critic_loss     | 0.0194   |
|    ent_coef        | 0.657    |
|    ent_coef_loss   | -1.42    |
|    learning_rate   | 5e-05    |
|    n_updates       | 8390     |
---------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 408         |
|    mean_reward      | 39.5        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.013614723 |
|    route_completion | 0.165       |
|    success_rate     | 0           |
|    total_cost       | 877         |
| time/               |             |
|    total_timesteps  | 90000       |
| train/              |             |
|    actor_loss       | -16.7       |
|    critic_loss      | 0.0119      |
|    ent_coef         | 0.638       |
|    ent_coef_loss    | -1.52       |
|    learning_rate    | 5e-05       |
|    n_updates        | 8989        |
-------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 3.75e+03 |
|    ep_rew_mean     | 30.1     |
| time/              |          |
|    episodes        | 13       |
|    fps             | 183      |
|    time_elapsed    | 519      |
|    total_timesteps | 95410    |
| train/             |          |
|    actor_loss      | -17.2    |
|    critic_loss     | 0.0129   |
|    ent_coef        | 0.621    |
|    ent_coef_loss   | -1.61    |
|    learning_rate   | 5e-05    |
|    n_updates       | 9530     |
---------------------------------
-------------------------------------
| eval/               |             |
|    arrive_dest      | 0           |
|    crash            | 0           |
|    max_step         | 0           |
|    mean_ep_length   | 433         |
|    mean_reward      | 48.2        |
|    num_episodes     | 5           |
|    out_of_road      | 1           |
|    raw_action       | 0.013557925 |
|    route_completion | 0.163       |
|    success_rate     | 0           |
|    total_cost       | 790         |
| time/               |             |
|    total_timesteps  | 100000      |
| train/              |             |
|    actor_loss       | -17.6       |
|    critic_loss      | 0.019       |
|    ent_coef         | 0.607       |
|    ent_coef_loss    | -1.68       |
|    learning_rate    | 5e-05       |
|    n_updates        | 9989        |
-------------------------------------
