Using cpu device
Logging to runs\ppo_metadrive_3_scenarios\ppo_metadrive_3_scenarios_2025-03-19_11-51-58_05a7eeff\ppo_metadrive_3_scenarios_1
---------------------------------
| rollout/           |          |
|    time_elapsed    | 12       |
|    total_timesteps | 10240    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 279         |
|    ep_rew_mean          | -1.58       |
| time/                   |             |
|    fps                  | 913         |
|    iterations           | 5           |
|    time_elapsed         | 14          |
|    total_timesteps      | 12800       |
| train/                  |             |
|    approx_kl            | 0.003379014 |
|    clip_fraction        | 0.211       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 0.0297      |
|    learning_rate        | 5e-05       |
|    loss                 | 0.00375     |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.00929    |
|    std                  | 0.993       |
|    value_loss           | 0.0418      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 279         |
|    ep_rew_mean          | -1.58       |
| time/                   |             |
|    fps                  | 959         |
|    iterations           | 6           |
|    time_elapsed         | 16          |
|    total_timesteps      | 15360       |
| train/                  |             |
|    approx_kl            | 0.004635128 |
|    clip_fraction        | 0.277       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.82       |
|    explained_variance   | -0.00653    |
|    learning_rate        | 5e-05       |
|    loss                 | -0.000846   |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0163     |
|    std                  | 0.991       |
|    value_loss           | 0.021       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 381         |
|    ep_rew_mean          | 3.07        |
| time/                   |             |
|    fps                  | 961         |
|    iterations           | 7           |
|    time_elapsed         | 18          |
|    total_timesteps      | 17920       |
| train/                  |             |
|    approx_kl            | 0.004217992 |
|    clip_fraction        | 0.26        |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.82       |
|    explained_variance   | 0.0207      |
|    learning_rate        | 5e-05       |
|    loss                 | 0.0102      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0143     |
|    std                  | 0.988       |
|    value_loss           | 0.0442      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 69.6         |
|    mean_reward          | 25           |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.12959577   |
|    route_completion     | 0.12         |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0010809891 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0186       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.00745      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.213        |
|    max_step             | 0            |
|    n_updates            | 140          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.000716    |
|    route_completion     | 0.0723       |
|    std                  | 0.988        |
|    total_cost           | 1            |
|    value_loss           | 0.591        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 464      |
|    ep_rew_mean     | 5.35     |
| time/              |          |
|    fps             | 877      |
|    iterations      | 8        |
|    time_elapsed    | 23       |
|    total_timesteps | 20480    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 402          |
|    ep_rew_mean          | 5.5          |
| time/                   |              |
|    fps                  | 905          |
|    iterations           | 9            |
|    time_elapsed         | 25           |
|    total_timesteps      | 23040        |
| train/                  |              |
|    approx_kl            | 0.0024808594 |
|    clip_fraction        | 0.14         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.0375       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.0547       |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00454     |
|    std                  | 0.984        |
|    value_loss           | 0.459        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 396        |
|    ep_rew_mean          | 6.89       |
| time/                   |            |
|    fps                  | 928        |
|    iterations           | 10         |
|    time_elapsed         | 27         |
|    total_timesteps      | 25600      |
| train/                  |            |
|    approx_kl            | 0.00267324 |
|    clip_fraction        | 0.143      |
|    clip_range           | 0.1        |
|    entropy_loss         | -2.8       |
|    explained_variance   | -0.0415    |
|    learning_rate        | 5e-05      |
|    loss                 | 0.271      |
|    n_updates            | 180        |
|    policy_gradient_loss | -0.00356   |
|    std                  | 0.982      |
|    value_loss           | 0.591      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 405         |
|    ep_rew_mean          | 8.01        |
| time/                   |             |
|    fps                  | 942         |
|    iterations           | 11          |
|    time_elapsed         | 29          |
|    total_timesteps      | 28160       |
| train/                  |             |
|    approx_kl            | 0.002261796 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.8        |
|    explained_variance   | 0.0211      |
|    learning_rate        | 5e-05       |
|    loss                 | 0.282       |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00371    |
|    std                  | 0.981       |
|    value_loss           | 0.643       |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 83.6         |
|    mean_reward          | 53.3         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.1767366    |
|    route_completion     | 0.142        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0029887748 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.167        |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.8         |
|    explained_variance   | 0.0637       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.353        |
|    max_step             | 0            |
|    n_updates            | 220          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00362     |
|    route_completion     | 0.0751       |
|    std                  | 0.979        |
|    total_cost           | 1            |
|    value_loss           | 0.888        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 380      |
|    ep_rew_mean     | 9.11     |
| time/              |          |
|    fps             | 922      |
|    iterations      | 12       |
|    time_elapsed    | 33       |
|    total_timesteps | 30720    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 346          |
|    ep_rew_mean          | 9.57         |
| time/                   |              |
|    fps                  | 935          |
|    iterations           | 13           |
|    time_elapsed         | 35           |
|    total_timesteps      | 33280        |
| train/                  |              |
|    approx_kl            | 0.0010751302 |
|    clip_fraction        | 0.0558       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.0812       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.831        |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00161     |
|    std                  | 0.977        |
|    value_loss           | 1.95         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 342          |
|    ep_rew_mean          | 10.1         |
| time/                   |              |
|    fps                  | 946          |
|    iterations           | 14           |
|    time_elapsed         | 37           |
|    total_timesteps      | 35840        |
| train/                  |              |
|    approx_kl            | 0.0014947832 |
|    clip_fraction        | 0.0569       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.79        |
|    explained_variance   | 0.061        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.658        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00165     |
|    std                  | 0.974        |
|    value_loss           | 1.36         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 346          |
|    ep_rew_mean          | 10.9         |
| time/                   |              |
|    fps                  | 956          |
|    iterations           | 15           |
|    time_elapsed         | 40           |
|    total_timesteps      | 38400        |
| train/                  |              |
|    approx_kl            | 0.0013707748 |
|    clip_fraction        | 0.0589       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.118        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.466        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00171     |
|    std                  | 0.973        |
|    value_loss           | 1.12         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 30.8         |
|    mean_reward          | 6.5          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.20878707   |
|    route_completion     | 0.119        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0017899238 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0917       |
|    clip_range           | 0.1          |
|    crash                | 0.05         |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.117        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.374        |
|    max_step             | 0            |
|    n_updates            | 300          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00278     |
|    route_completion     | 0.0703       |
|    std                  | 0.966        |
|    total_cost           | 1            |
|    value_loss           | 1.04         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 335      |
|    ep_rew_mean     | 12.1     |
| time/              |          |
|    fps             | 946      |
|    iterations      | 16       |
|    time_elapsed    | 43       |
|    total_timesteps | 40960    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 294          |
|    ep_rew_mean          | 11.6         |
| time/                   |              |
|    fps                  | 949          |
|    iterations           | 17           |
|    time_elapsed         | 45           |
|    total_timesteps      | 43520        |
| train/                  |              |
|    approx_kl            | 0.0013794963 |
|    clip_fraction        | 0.0329       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.76        |
|    explained_variance   | -0.0193      |
|    learning_rate        | 5e-05        |
|    loss                 | 1.37         |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.000988    |
|    std                  | 0.963        |
|    value_loss           | 3.46         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 293          |
|    ep_rew_mean          | 12.2         |
| time/                   |              |
|    fps                  | 959          |
|    iterations           | 18           |
|    time_elapsed         | 48           |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 0.0012542931 |
|    clip_fraction        | 0.0546       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.76        |
|    explained_variance   | -0.00907     |
|    learning_rate        | 5e-05        |
|    loss                 | 1.42         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00178     |
|    std                  | 0.962        |
|    value_loss           | 3.32         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 281          |
|    ep_rew_mean          | 12.6         |
| time/                   |              |
|    fps                  | 959          |
|    iterations           | 19           |
|    time_elapsed         | 50           |
|    total_timesteps      | 48640        |
| train/                  |              |
|    approx_kl            | 0.0021781416 |
|    clip_fraction        | 0.108        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.76        |
|    explained_variance   | 0.00238      |
|    learning_rate        | 5e-05        |
|    loss                 | 1.37         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00312     |
|    std                  | 0.959        |
|    value_loss           | 1.82         |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0             |
|    crash                | 0             |
|    max_step             | 0             |
|    mean_ep_length       | 42.2          |
|    mean_reward          | 18.2          |
|    num_episodes         | 5             |
|    out_of_road          | 1             |
|    raw_action           | 0.24222761    |
|    route_completion     | 0.113         |
|    success_rate         | 0             |
|    total_cost           | 1             |
| time/                   |               |
|    total_timesteps      | 50000         |
| train/                  |               |
|    approx_kl            | 0.00088840676 |
|    arrive_dest          | 0             |
|    clip_fraction        | 0.017         |
|    clip_range           | 0.1           |
|    crash                | 0.04          |
|    entropy_loss         | -2.75         |
|    explained_variance   | 0.0188        |
|    learning_rate        | 5e-05         |
|    loss                 | 1.95          |
|    max_step             | 0             |
|    n_updates            | 380           |
|    out_of_road          | 1             |
|    policy_gradient_loss | -0.000886     |
|    route_completion     | 0.066         |
|    std                  | 0.956         |
|    total_cost           | 1             |
|    value_loss           | 4.87          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 261      |
|    ep_rew_mean     | 12.9     |
| time/              |          |
|    fps             | 943      |
|    iterations      | 20       |
|    time_elapsed    | 54       |
|    total_timesteps | 51200    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 213          |
|    ep_rew_mean          | 12.6         |
| time/                   |              |
|    fps                  | 944          |
|    iterations           | 21           |
|    time_elapsed         | 56           |
|    total_timesteps      | 53760        |
| train/                  |              |
|    approx_kl            | 0.0012340139 |
|    clip_fraction        | 0.0422       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.112        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.98         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.954        |
|    value_loss           | 4.33         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 187          |
|    ep_rew_mean          | 12.4         |
| time/                   |              |
|    fps                  | 945          |
|    iterations           | 22           |
|    time_elapsed         | 59           |
|    total_timesteps      | 56320        |
| train/                  |              |
|    approx_kl            | 0.0013594504 |
|    clip_fraction        | 0.0446       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.111        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.87         |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00124     |
|    std                  | 0.952        |
|    value_loss           | 4.21         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 164          |
|    ep_rew_mean          | 12           |
| time/                   |              |
|    fps                  | 945          |
|    iterations           | 23           |
|    time_elapsed         | 62           |
|    total_timesteps      | 58880        |
| train/                  |              |
|    approx_kl            | 0.0017678341 |
|    clip_fraction        | 0.0704       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.73        |
|    explained_variance   | 0.227        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.29         |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00229     |
|    std                  | 0.948        |
|    value_loss           | 3.74         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 79.8         |
|    mean_reward          | 76.9         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.28384012   |
|    route_completion     | 0.138        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0010348128 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.032        |
|    clip_range           | 0.1          |
|    crash                | 0.0333       |
|    entropy_loss         | -2.73        |
|    explained_variance   | 0.182        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.26         |
|    max_step             | 0            |
|    n_updates            | 460          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00115     |
|    route_completion     | 0.0788       |
|    std                  | 0.945        |
|    total_cost           | 1            |
|    value_loss           | 5.71         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 156      |
|    ep_rew_mean     | 12.6     |
| time/              |          |
|    fps             | 924      |
|    iterations      | 24       |
|    time_elapsed    | 66       |
|    total_timesteps | 61440    |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 139           |
|    ep_rew_mean          | 11.8          |
| time/                   |               |
|    fps                  | 923           |
|    iterations           | 25            |
|    time_elapsed         | 69            |
|    total_timesteps      | 64000         |
| train/                  |               |
|    approx_kl            | 0.00052317174 |
|    clip_fraction        | 0.00582       |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.73         |
|    explained_variance   | 0.0217        |
|    learning_rate        | 5e-05         |
|    loss                 | 3.69          |
|    n_updates            | 480           |
|    policy_gradient_loss | -0.000469     |
|    std                  | 0.947         |
|    value_loss           | 7.46          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 12.6         |
| time/                   |              |
|    fps                  | 919          |
|    iterations           | 26           |
|    time_elapsed         | 72           |
|    total_timesteps      | 66560        |
| train/                  |              |
|    approx_kl            | 0.0013010635 |
|    clip_fraction        | 0.0429       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.73        |
|    explained_variance   | 0.126        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.28         |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.00135     |
|    std                  | 0.946        |
|    value_loss           | 5.19         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 134          |
|    ep_rew_mean          | 13.1         |
| time/                   |              |
|    fps                  | 918          |
|    iterations           | 27           |
|    time_elapsed         | 75           |
|    total_timesteps      | 69120        |
| train/                  |              |
|    approx_kl            | 0.0008987814 |
|    clip_fraction        | 0.0135       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.194        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.4          |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.000574    |
|    std                  | 0.945        |
|    value_loss           | 7.11         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 43.6         |
|    mean_reward          | 21.6         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.3078436    |
|    route_completion     | 0.132        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0010165843 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0362       |
|    clip_range           | 0.1          |
|    crash                | 0.0286       |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.381        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.9          |
|    max_step             | 0            |
|    n_updates            | 540          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00118     |
|    route_completion     | 0.0757       |
|    std                  | 0.943        |
|    total_cost           | 1            |
|    value_loss           | 4.77         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 119      |
|    ep_rew_mean     | 12       |
| time/              |          |
|    fps             | 908      |
|    iterations      | 28       |
|    time_elapsed    | 78       |
|    total_timesteps | 71680    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 115          |
|    ep_rew_mean          | 10.5         |
| time/                   |              |
|    fps                  | 903          |
|    iterations           | 29           |
|    time_elapsed         | 82           |
|    total_timesteps      | 74240        |
| train/                  |              |
|    approx_kl            | 0.0008883319 |
|    clip_fraction        | 0.0252       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.304        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.16         |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.000701    |
|    std                  | 0.942        |
|    value_loss           | 6.74         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 109          |
|    ep_rew_mean          | 10.3         |
| time/                   |              |
|    fps                  | 899          |
|    iterations           | 30           |
|    time_elapsed         | 85           |
|    total_timesteps      | 76800        |
| train/                  |              |
|    approx_kl            | 0.0012785771 |
|    clip_fraction        | 0.0497       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.356        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.74         |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.00218     |
|    std                  | 0.939        |
|    value_loss           | 6.94         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 104          |
|    ep_rew_mean          | 10.4         |
| time/                   |              |
|    fps                  | 899          |
|    iterations           | 31           |
|    time_elapsed         | 88           |
|    total_timesteps      | 79360        |
| train/                  |              |
|    approx_kl            | 0.0010428425 |
|    clip_fraction        | 0.0237       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.344        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.68         |
|    n_updates            | 600          |
|    policy_gradient_loss | -0.0014      |
|    std                  | 0.938        |
|    value_loss           | 7.78         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 28.8         |
|    mean_reward          | 6.38         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.3210218    |
|    route_completion     | 0.122        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0013866028 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0724       |
|    clip_range           | 0.1          |
|    crash                | 0.05         |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.265        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.5          |
|    max_step             | 0            |
|    n_updates            | 620          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00252     |
|    route_completion     | 0.0729       |
|    std                  | 0.934        |
|    total_cost           | 1            |
|    value_loss           | 6.68         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 94.6     |
|    ep_rew_mean     | 10.5     |
| time/              |          |
|    fps             | 887      |
|    iterations      | 32       |
|    time_elapsed    | 92       |
|    total_timesteps | 81920    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 93.6         |
|    ep_rew_mean          | 10.9         |
| time/                   |              |
|    fps                  | 884          |
|    iterations           | 33           |
|    time_elapsed         | 95           |
|    total_timesteps      | 84480        |
| train/                  |              |
|    approx_kl            | 0.0012483797 |
|    clip_fraction        | 0.0397       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.0984       |
|    learning_rate        | 5e-05        |
|    loss                 | 7.48         |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.931        |
|    value_loss           | 13.5         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 99.5          |
|    ep_rew_mean          | 12.3          |
| time/                   |               |
|    fps                  | 884           |
|    iterations           | 34            |
|    time_elapsed         | 98            |
|    total_timesteps      | 87040         |
| train/                  |               |
|    approx_kl            | 0.00097281917 |
|    clip_fraction        | 0.014         |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.69         |
|    explained_variance   | 0.175         |
|    learning_rate        | 5e-05         |
|    loss                 | 4.07          |
|    n_updates            | 660           |
|    policy_gradient_loss | -0.000965     |
|    std                  | 0.929         |
|    value_loss           | 9.04          |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 91.9         |
|    ep_rew_mean          | 11.8         |
| time/                   |              |
|    fps                  | 881          |
|    iterations           | 35           |
|    time_elapsed         | 101          |
|    total_timesteps      | 89600        |
| train/                  |              |
|    approx_kl            | 0.0012966372 |
|    clip_fraction        | 0.03         |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.354        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.02         |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.927        |
|    value_loss           | 8.01         |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0             |
|    crash                | 0.0667        |
|    max_step             | 0             |
|    mean_ep_length       | 87.2          |
|    mean_reward          | 99.8          |
|    num_episodes         | 5             |
|    out_of_road          | 1             |
|    raw_action           | 0.35708424    |
|    route_completion     | 0.139         |
|    success_rate         | 0             |
|    total_cost           | 1             |
| time/                   |               |
|    total_timesteps      | 90000         |
| train/                  |               |
|    approx_kl            | 0.00077601284 |
|    arrive_dest          | 0             |
|    clip_fraction        | 0.00787       |
|    clip_range           | 0.1           |
|    crash                | 0.0444        |
|    entropy_loss         | -2.68         |
|    explained_variance   | 0.351         |
|    learning_rate        | 5e-05         |
|    loss                 | 4.68          |
|    max_step             | 0             |
|    n_updates            | 700           |
|    out_of_road          | 1             |
|    policy_gradient_loss | -0.000802     |
|    route_completion     | 0.109         |
|    std                  | 0.926         |
|    total_cost           | 1.56          |
|    value_loss           | 8.25          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 101      |
|    ep_rew_mean     | 20.2     |
| time/              |          |
|    fps             | 861      |
|    iterations      | 36       |
|    time_elapsed    | 106      |
|    total_timesteps | 92160    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 93.2         |
|    ep_rew_mean          | 19.5         |
| time/                   |              |
|    fps                  | 856          |
|    iterations           | 37           |
|    time_elapsed         | 110          |
|    total_timesteps      | 94720        |
| train/                  |              |
|    approx_kl            | 0.0012530829 |
|    clip_fraction        | 0.0425       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.68        |
