Using cpu device
Logging to runs\ppo_metadrive_500_scenarios\ppo_metadrive_500_scenarios_2025-03-19_14-27-44_7a2b10a5\ppo_metadrive_500_scenarios_1
---------------------------------
| rollout/           |          |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 285      |
|    ep_rew_mean     | 6.04     |
| time/              |          |
|    fps             | 788      |
|    iterations      | 4        |
|    time_elapsed    | 12       |
|    total_timesteps | 10240    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 276          |
|    ep_rew_mean          | 5.4          |
| time/                   |              |
|    fps                  | 843          |
|    iterations           | 5            |
|    time_elapsed         | 15           |
|    total_timesteps      | 12800        |
| train/                  |              |
|    approx_kl            | 0.0037772474 |
|    clip_fraction        | 0.244        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.82        |
|    explained_variance   | -0.00137     |
|    learning_rate        | 5e-05        |
|    loss                 | 0.0254       |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00752     |
|    std                  | 0.99         |
|    value_loss           | 0.143        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 276          |
|    ep_rew_mean          | 5.4          |
| time/                   |              |
|    fps                  | 886          |
|    iterations           | 6            |
|    time_elapsed         | 17           |
|    total_timesteps      | 15360        |
| train/                  |              |
|    approx_kl            | 0.0036369686 |
|    clip_fraction        | 0.247        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.0416       |
|    learning_rate        | 5e-05        |
|    loss                 | -0.00119     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0102      |
|    std                  | 0.986        |
|    value_loss           | 0.0747       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 425         |
|    ep_rew_mean          | 8.96        |
| time/                   |             |
|    fps                  | 835         |
|    iterations           | 7           |
|    time_elapsed         | 21          |
|    total_timesteps      | 17920       |
| train/                  |             |
|    approx_kl            | 0.005587631 |
|    clip_fraction        | 0.344       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.8        |
|    explained_variance   | 0.122       |
|    learning_rate        | 5e-05       |
|    loss                 | -0.0138     |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.022      |
|    std                  | 0.979       |
|    value_loss           | 0.0234      |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.1          |
|    max_step             | 0            |
|    mean_ep_length       | 65.2         |
|    mean_reward          | 36           |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.18693316   |
|    route_completion     | 0.128        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0023994439 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    crash                | 0.1          |
|    entropy_loss         | -2.79        |
|    explained_variance   | -0.0115      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.157        |
|    max_step             | 0            |
|    n_updates            | 140          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00287     |
|    route_completion     | 0.142        |
|    std                  | 0.975        |
|    total_cost           | 1            |
|    value_loss           | 0.529        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 457      |
|    ep_rew_mean     | 11       |
| time/              |          |
|    fps             | 695      |
|    iterations      | 8        |
|    time_elapsed    | 29       |
|    total_timesteps | 20480    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 420         |
|    ep_rew_mean          | 12.7        |
| time/                   |             |
|    fps                  | 722         |
|    iterations           | 9           |
|    time_elapsed         | 31          |
|    total_timesteps      | 23040       |
| train/                  |             |
|    approx_kl            | 0.001728612 |
|    clip_fraction        | 0.0866      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.78       |
|    explained_variance   | -0.000967   |
|    learning_rate        | 5e-05       |
|    loss                 | 0.429       |
|    n_updates            | 160         |
|    policy_gradient_loss | -0.00277    |
|    std                  | 0.969       |
|    value_loss           | 0.796       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 416          |
|    ep_rew_mean          | 14.1         |
| time/                   |              |
|    fps                  | 730          |
|    iterations           | 10           |
|    time_elapsed         | 35           |
|    total_timesteps      | 25600        |
| train/                  |              |
|    approx_kl            | 0.0023212922 |
|    clip_fraction        | 0.127        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.77        |
|    explained_variance   | 0.067        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.0814       |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00438     |
|    std                  | 0.965        |
|    value_loss           | 0.216        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 452         |
|    ep_rew_mean          | 17.1        |
| time/                   |             |
|    fps                  | 738         |
|    iterations           | 11          |
|    time_elapsed         | 38          |
|    total_timesteps      | 28160       |
| train/                  |             |
|    approx_kl            | 0.002505883 |
|    clip_fraction        | 0.133       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.76       |
|    explained_variance   | 0.116       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.25        |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00371    |
|    std                  | 0.961       |
|    value_loss           | 0.414       |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.0667       |
|    max_step             | 0            |
|    mean_ep_length       | 37.4         |
|    mean_reward          | 10.7         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.22499806   |
|    route_completion     | 0.107        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 30000        |
| train/                  |              |
|    approx_kl            | 0.0028470696 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.186        |
|    clip_range           | 0.1          |
|    crash                | 0.0667       |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.142        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.149        |
|    max_step             | 0            |
|    n_updates            | 220          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00586     |
|    route_completion     | 0.107        |
|    std                  | 0.957        |
|    total_cost           | 1            |
|    value_loss           | 0.509        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 393      |
|    ep_rew_mean     | 15.6     |
| time/              |          |
|    fps             | 670      |
|    iterations      | 12       |
|    time_elapsed    | 45       |
|    total_timesteps | 30720    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 345          |
|    ep_rew_mean          | 14.2         |
| time/                   |              |
|    fps                  | 668          |
|    iterations           | 13           |
|    time_elapsed         | 49           |
|    total_timesteps      | 33280        |
| train/                  |              |
|    approx_kl            | 0.0023820456 |
|    clip_fraction        | 0.142        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.75        |
|    explained_variance   | -0.0268      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.419        |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00393     |
|    std                  | 0.957        |
|    value_loss           | 1.1          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 308          |
|    ep_rew_mean          | 13.4         |
| time/                   |              |
|    fps                  | 654          |
|    iterations           | 14           |
|    time_elapsed         | 54           |
|    total_timesteps      | 35840        |
| train/                  |              |
|    approx_kl            | 0.0029306123 |
|    clip_fraction        | 0.174        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.75        |
|    explained_variance   | 0.00787      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.394        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00542     |
|    std                  | 0.955        |
|    value_loss           | 0.965        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 280          |
|    ep_rew_mean          | 12.3         |
| time/                   |              |
|    fps                  | 648          |
|    iterations           | 15           |
|    time_elapsed         | 59           |
|    total_timesteps      | 38400        |
| train/                  |              |
|    approx_kl            | 0.0024761246 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.0322       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.628        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00349     |
|    std                  | 0.952        |
|    value_loss           | 1.35         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.05         |
|    max_step             | 0            |
|    mean_ep_length       | 55.4         |
|    mean_reward          | 41.2         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.27454725   |
|    route_completion     | 0.116        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0008414987 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.1          |
|    crash                | 0.1          |
|    entropy_loss         | -2.74        |
|    explained_variance   | -0.0766      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.463        |
|    max_step             | 0            |
|    n_updates            | 300          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.000756    |
|    route_completion     | 0.118        |
|    std                  | 0.949        |
|    total_cost           | 1.1          |
|    value_loss           | 1.31         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 258      |
|    ep_rew_mean     | 13.1     |
| time/              |          |
|    fps             | 603      |
|    iterations      | 16       |
|    time_elapsed    | 67       |
|    total_timesteps | 40960    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 212          |
|    ep_rew_mean          | 12.2         |
| time/                   |              |
|    fps                  | 598          |
|    iterations           | 17           |
|    time_elapsed         | 72           |
|    total_timesteps      | 43520        |
| train/                  |              |
|    approx_kl            | 0.0018531608 |
|    clip_fraction        | 0.092        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.73        |
|    explained_variance   | -0.0107      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.637        |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00259     |
|    std                  | 0.945        |
|    value_loss           | 1.45         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 186          |
|    ep_rew_mean          | 11.8         |
| time/                   |              |
|    fps                  | 593          |
|    iterations           | 18           |
|    time_elapsed         | 77           |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 0.0019413425 |
|    clip_fraction        | 0.0637       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.00499      |
|    learning_rate        | 5e-05        |
|    loss                 | 0.825        |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.0024      |
|    std                  | 0.936        |
|    value_loss           | 1.25         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 158          |
|    ep_rew_mean          | 11.8         |
| time/                   |              |
|    fps                  | 586          |
|    iterations           | 19           |
|    time_elapsed         | 82           |
|    total_timesteps      | 48640        |
| train/                  |              |
|    approx_kl            | 0.0016243428 |
|    clip_fraction        | 0.0712       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.0297       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.681        |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.933        |
|    value_loss           | 1.48         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.04         |
|    max_step             | 0            |
|    mean_ep_length       | 33.8         |
|    mean_reward          | 12.4         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.2978967    |
|    route_completion     | 0.105        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0014336221 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0507       |
|    clip_range           | 0.1          |
|    crash                | 0.12         |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.0447       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.981        |
|    max_step             | 0            |
|    n_updates            | 380          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00245     |
|    route_completion     | 0.106        |
|    std                  | 0.928        |
|    total_cost           | 1.08         |
|    value_loss           | 1.92         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 151      |
|    ep_rew_mean     | 12.3     |
| time/              |          |
|    fps             | 549      |
|    iterations      | 20       |
|    time_elapsed    | 93       |
|    total_timesteps | 51200    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 146          |
|    ep_rew_mean          | 13.1         |
| time/                   |              |
|    fps                  | 549          |
|    iterations           | 21           |
|    time_elapsed         | 97           |
|    total_timesteps      | 53760        |
| train/                  |              |
|    approx_kl            | 0.0013774007 |
|    clip_fraction        | 0.057        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.011        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.19         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.926        |
|    value_loss           | 2.73         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 146          |
|    ep_rew_mean          | 14.5         |
| time/                   |              |
|    fps                  | 545          |
|    iterations           | 22           |
|    time_elapsed         | 103          |
|    total_timesteps      | 56320        |
| train/                  |              |
|    approx_kl            | 0.0015283434 |
|    clip_fraction        | 0.0628       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.00606      |
|    learning_rate        | 5e-05        |
|    loss                 | 1.19         |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00244     |
|    std                  | 0.919        |
|    value_loss           | 1.95         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | 14.8         |
| time/                   |              |
|    fps                  | 535          |
|    iterations           | 23           |
|    time_elapsed         | 109          |
|    total_timesteps      | 58880        |
| train/                  |              |
|    approx_kl            | 0.0013669466 |
|    clip_fraction        | 0.0385       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0441       |
|    learning_rate        | 5e-05        |
|    loss                 | 1.74         |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.00141     |
|    std                  | 0.915        |
|    value_loss           | 2.92         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.0333       |
|    max_step             | 0            |
|    mean_ep_length       | 48.6         |
|    mean_reward          | 31.1         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.32907557   |
|    route_completion     | 0.103        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0013353697 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0399       |
|    clip_range           | 0.1          |
|    crash                | 0.133        |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0296       |
|    learning_rate        | 5e-05        |
|    loss                 | 1.76         |
|    max_step             | 0            |
|    n_updates            | 460          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00123     |
|    route_completion     | 0.114        |
|    std                  | 0.915        |
|    total_cost           | 1.07         |
|    value_loss           | 3.24         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 115      |
|    ep_rew_mean     | 13.6     |
| time/              |          |
|    fps             | 509      |
|    iterations      | 24       |
|    time_elapsed    | 120      |
|    total_timesteps | 61440    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 97           |
|    ep_rew_mean          | 12.5         |
| time/                   |              |
|    fps                  | 495          |
|    iterations           | 25           |
|    time_elapsed         | 129          |
|    total_timesteps      | 64000        |
| train/                  |              |
|    approx_kl            | 0.0015752729 |
|    clip_fraction        | 0.0549       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0422       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.72         |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.913        |
|    value_loss           | 4.69         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 91.3          |
|    ep_rew_mean          | 11.9          |
| time/                   |               |
|    fps                  | 493           |
|    iterations           | 26            |
|    time_elapsed         | 134           |
|    total_timesteps      | 66560         |
| train/                  |               |
|    approx_kl            | 0.00055330276 |
|    clip_fraction        | 0.00289       |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.65         |
|    explained_variance   | 0.0127        |
|    learning_rate        | 5e-05         |
|    loss                 | 2.79          |
|    n_updates            | 500           |
|    policy_gradient_loss | -0.000199     |
|    std                  | 0.91          |
|    value_loss           | 5.3           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 95.1         |
|    ep_rew_mean          | 13.1         |
| time/                   |              |
|    fps                  | 490          |
|    iterations           | 27           |
|    time_elapsed         | 140          |
|    total_timesteps      | 69120        |
| train/                  |              |
|    approx_kl            | 0.0014430293 |
|    clip_fraction        | 0.0457       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.02         |
|    learning_rate        | 5e-05        |
|    loss                 | 1.85         |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.908        |
|    value_loss           | 3.29         |
------------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0             |
|    crash                | 0.0286        |
|    max_step             | 0             |
|    mean_ep_length       | 38            |
|    mean_reward          | 16.9          |
|    num_episodes         | 5             |
|    out_of_road          | 1             |
|    raw_action           | 0.34653863    |
|    route_completion     | 0.0997        |
|    success_rate         | 0             |
|    total_cost           | 1             |
| time/                   |               |
|    total_timesteps      | 70000         |
| train/                  |               |
|    approx_kl            | 0.00073494547 |
|    arrive_dest          | 0             |
|    clip_fraction        | 0.0104        |
|    clip_range           | 0.1           |
|    crash                | 0.143         |
|    entropy_loss         | -2.64         |
|    explained_variance   | 0.0426        |
|    learning_rate        | 5e-05         |
|    loss                 | 2.04          |
|    max_step             | 0             |
|    n_updates            | 540           |
|    out_of_road          | 1             |
|    policy_gradient_loss | -0.000829     |
|    route_completion     | 0.11          |
|    std                  | 0.903         |
|    total_cost           | 1.06          |
|    value_loss           | 4.17          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 92.1     |
|    ep_rew_mean     | 12.5     |
| time/              |          |
|    fps             | 475      |
|    iterations      | 28       |
|    time_elapsed    | 150      |
|    total_timesteps | 71680    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 97.7         |
|    ep_rew_mean          | 13.3         |
| time/                   |              |
|    fps                  | 472          |
|    iterations           | 29           |
|    time_elapsed         | 157          |
|    total_timesteps      | 74240        |
| train/                  |              |
|    approx_kl            | 0.0017544786 |
|    clip_fraction        | 0.0675       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.0297       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.15         |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00201     |
|    std                  | 0.9          |
|    value_loss           | 3.99         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 83.6        |
|    ep_rew_mean          | 12.2        |
| time/                   |             |
|    fps                  | 463         |
|    iterations           | 30          |
|    time_elapsed         | 165         |
|    total_timesteps      | 76800       |
| train/                  |             |
|    approx_kl            | 0.001449418 |
|    clip_fraction        | 0.0422      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.0338      |
|    learning_rate        | 5e-05       |
|    loss                 | 2.49        |
|    n_updates            | 580         |
|    policy_gradient_loss | -0.00149    |
|    std                  | 0.898       |
|    value_loss           | 4.09        |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 87.4          |
|    ep_rew_mean          | 13.2          |
| time/                   |               |
|    fps                  | 459           |
|    iterations           | 31            |
|    time_elapsed         | 172           |
|    total_timesteps      | 79360         |
| train/                  |               |
|    approx_kl            | 0.00049901084 |
|    clip_fraction        | 0.00346       |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.62         |
|    explained_variance   | 0.026         |
|    learning_rate        | 5e-05         |
|    loss                 | 3.1           |
|    n_updates            | 600           |
|    policy_gradient_loss | -0.000408     |
|    std                  | 0.895         |
|    value_loss           | 5.95          |
-------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.05         |
|    max_step             | 0            |
|    mean_ep_length       | 71.4         |
|    mean_reward          | 69.7         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.37223357   |
|    route_completion     | 0.113        |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0017491961 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0911       |
|    clip_range           | 0.1          |
|    crash                | 0.15         |
|    entropy_loss         | -2.61        |
|    explained_variance   | 0.0329       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.1          |
|    max_step             | 0            |
|    n_updates            | 620          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00324     |
|    route_completion     | 0.128        |
|    std                  | 0.892        |
|    total_cost           | 1.05         |
|    value_loss           | 4.31         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 81.5     |
|    ep_rew_mean     | 12.9     |
| time/              |          |
|    fps             | 445      |
|    iterations      | 32       |
|    time_elapsed    | 183      |
|    total_timesteps | 81920    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 84.4         |
|    ep_rew_mean          | 12.8         |
| time/                   |              |
|    fps                  | 444          |
|    iterations           | 33           |
|    time_elapsed         | 189          |
|    total_timesteps      | 84480        |
| train/                  |              |
|    approx_kl            | 0.0014618771 |
|    clip_fraction        | 0.047        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.61        |
|    explained_variance   | 0.0188       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.95         |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00174     |
|    std                  | 0.888        |
|    value_loss           | 5.65         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 88.6         |
|    ep_rew_mean          | 13.5         |
| time/                   |              |
|    fps                  | 441          |
|    iterations           | 34           |
|    time_elapsed         | 196          |
|    total_timesteps      | 87040        |
| train/                  |              |
|    approx_kl            | 0.0013523434 |
|    clip_fraction        | 0.0598       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.6         |
|    explained_variance   | 0.0858       |
|    learning_rate        | 5e-05        |
|    loss                 | 2.96         |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00322     |
|    std                  | 0.886        |
|    value_loss           | 5.54         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 87            |
|    ep_rew_mean          | 13.2          |
| time/                   |               |
|    fps                  | 441           |
|    iterations           | 35            |
|    time_elapsed         | 202           |
|    total_timesteps      | 89600         |
| train/                  |               |
|    approx_kl            | 0.00087924005 |
|    clip_fraction        | 0.0336        |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.6          |
|    explained_variance   | 0.0109        |
|    learning_rate        | 5e-05         |
|    loss                 | 3.47          |
|    n_updates            | 680           |
|    policy_gradient_loss | -0.000984     |
|    std                  | 0.885         |
|    value_loss           | 5.29          |
-------------------------------------------
-------------------------------------------
| eval/                   |               |
|    arrive_dest          | 0             |
|    crash                | 0.0667        |
|    max_step             | 0             |
|    mean_ep_length       | 41.8          |
|    mean_reward          | 21            |
|    num_episodes         | 5             |
|    out_of_road          | 1             |
|    raw_action           | 0.3819265     |
|    route_completion     | 0.109         |
|    success_rate         | 0             |
|    total_cost           | 1             |
| time/                   |               |
|    total_timesteps      | 90000         |
| train/                  |               |
|    approx_kl            | 0.00095466076 |
|    arrive_dest          | 0             |
|    clip_fraction        | 0.0226        |
|    clip_range           | 0.1           |
|    crash                | 0.178         |
|    entropy_loss         | -2.59         |
|    explained_variance   | 0.0826        |
|    learning_rate        | 5e-05         |
|    loss                 | 2.7           |
|    max_step             | 0             |
|    n_updates            | 700           |
|    out_of_road          | 1             |
|    policy_gradient_loss | -0.00101      |
|    route_completion     | 0.125         |
|    std                  | 0.883         |
|    total_cost           | 1.04          |
|    value_loss           | 4.88          |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 80.5     |
|    ep_rew_mean     | 12.4     |
| time/              |          |
|    fps             | 433      |
|    iterations      | 36       |
|    time_elapsed    | 212      |
|    total_timesteps | 92160    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 77.9         |
|    ep_rew_mean          | 12.5         |
| time/                   |              |
|    fps                  | 430          |
|    iterations           | 37           |
|    time_elapsed         | 219          |
|    total_timesteps      | 94720        |
| train/                  |              |
|    approx_kl            | 0.0016989671 |
