Using cpu device
Logging to runs\ppo_metadrive_1_scenarios\ppo_metadrive_1_scenarios_2025-03-19_11-26-57_846e726e\ppo_metadrive_1_scenarios_1
-----------------------------
| time/              |      |
|    ep_len_mean          | 443        |
|    ep_rew_mean          | 1.31       |
| time/                   |            |
|    fps                  | 1150       |
|    iterations           | 5          |
|    time_elapsed         | 11         |
|    total_timesteps      | 12800      |
| train/                  |            |
|    approx_kl            | 0.00283131 |
|    clip_fraction        | 0.182      |
|    clip_range           | 0.1        |
|    entropy_loss         | -2.84      |
|    explained_variance   | 0.00811    |
|    learning_rate        | 5e-05      |
|    loss                 | 0.0957     |
|    n_updates            | 80         |
|    policy_gradient_loss | -0.00436   |
|    std                  | 1          |
|    value_loss           | 0.336      |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 447          |
|    ep_rew_mean          | 1.85         |
| time/                   |              |
|    fps                  | 1184         |
|    iterations           | 6            |
|    time_elapsed         | 12           |
|    total_timesteps      | 15360        |
| train/                  |              |
|    approx_kl            | 0.0042776326 |
|    clip_fraction        | 0.277        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.83        |
|    explained_variance   | -0.00102     |
|    learning_rate        | 5e-05        |
|    loss                 | 0.0168       |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.0146      |
|    std                  | 0.994        |
|    value_loss           | 0.0555       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 508          |
|    ep_rew_mean          | 4.71         |
| time/                   |              |
|    fps                  | 1208         |
|    iterations           | 7            |
|    time_elapsed         | 14           |
|    total_timesteps      | 17920        |
| train/                  |              |
|    approx_kl            | 0.0038821076 |
|    clip_fraction        | 0.224        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.82        |
|    explained_variance   | 0.022        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.12         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00803     |
|    std                  | 0.991        |
|    value_loss           | 0.183        |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0            |
|    max_step             | 0            |
|    mean_ep_length       | 55           |
|    mean_reward          | 19           |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.1984197    |
|    route_completion     | 0.11         |
|    success_rate         | 0            |
|    total_cost           | 1            |
| time/                   |              |
|    total_timesteps      | 20000        |
| train/                  |              |
|    approx_kl            | 0.0029787417 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.159        |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.81        |
|    explained_variance   | 0.0714       |
|    learning_rate        | 5e-05        |
|    loss                 | 0.325        |
|    max_step             | 0            |
|    n_updates            | 140          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00494     |
|    route_completion     | 0.0663       |
|    std                  | 0.986        |
|    total_cost           | 1            |
|    value_loss           | 0.314        |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 536      |
|    ep_rew_mean     | 5.59     |
| time/              |          |
|    fps             | 1156     |
|    iterations      | 8        |
|    time_elapsed    | 17       |
|    total_timesteps | 20480    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 498          |
|    ep_rew_mean          | 4.93         |
| time/                   |              |
|    fps                  | 1170         |
|    iterations           | 9            |
|    time_elapsed         | 19           |
|    total_timesteps      | 23040        |
| train/                  |              |
|    approx_kl            | 0.0035577095 |
|    clip_fraction        | 0.204        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.8         |
|    explained_variance   | 0.134        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.135        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00779     |
|    std                  | 0.98         |
|    value_loss           | 0.221        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 472         |
|    ep_rew_mean          | 7.25        |
| time/                   |             |
|    fps                  | 1175        |
|    iterations           | 10          |
|    time_elapsed         | 21          |
|    total_timesteps      | 25600       |
| train/                  |             |
|    approx_kl            | 0.003049746 |
|    clip_fraction        | 0.194       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.79       |
|    explained_variance   | 0.0536      |
|    learning_rate        | 5e-05       |
|    loss                 | 0.154       |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00825    |
|    std                  | 0.974       |
|    value_loss           | 0.256       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 459          |
|    ep_rew_mean          | 10.6         |
| time/                   |              |
|    fps                  | 1176         |
|    iterations           | 11           |
|    time_elapsed         | 23           |
|    total_timesteps      | 28160        |
| train/                  |              |
|    approx_kl            | 0.0020346344 |
|    clip_fraction        | 0.111        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.78        |
|    explained_variance   | 0.108        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.366        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.00313     |
|    std                  | 0.971        |
|    value_loss           | 1.1          |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0           |
|    crash                | 0           |
|    max_step             | 0           |
|    mean_ep_length       | 49          |
|    mean_reward          | 23.7        |
|    num_episodes         | 5           |
|    out_of_road          | 1           |
|    raw_action           | 0.25519568  |
|    route_completion     | 0.109       |
|    success_rate         | 0           |
|    total_cost           | 1           |
| time/                   |             |
|    total_timesteps      | 30000       |
| train/                  |             |
|    approx_kl            | 0.002219908 |
|    arrive_dest          | 0           |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.1         |
|    crash                | 0           |
|    entropy_loss         | -2.78       |
|    explained_variance   | 0.182       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.677       |
|    max_step             | 0           |
|    n_updates            | 220         |
|    out_of_road          | 1           |
|    policy_gradient_loss | -0.00407    |
|    route_completion     | 0.0655      |
|    std                  | 0.969       |
|    total_cost           | 1           |
|    value_loss           | 1.38        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 427      |
|    ep_rew_mean     | 10.6     |
| time/              |          |
|    fps             | 1153     |
|    iterations      | 12       |
|    time_elapsed    | 26       |
|    total_timesteps | 30720    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 400         |
|    ep_rew_mean          | 11          |
| time/                   |             |
|    fps                  | 1157        |
|    iterations           | 13          |
|    time_elapsed         | 28          |
|    total_timesteps      | 33280       |
| train/                  |             |
|    approx_kl            | 0.001209613 |
|    clip_fraction        | 0.0455      |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.77       |
|    explained_variance   | 0.232       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.63        |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.00149    |
|    std                  | 0.964       |
|    value_loss           | 1.16        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 393          |
|    ep_rew_mean          | 12.2         |
| time/                   |              |
|    fps                  | 1161         |
|    iterations           | 14           |
|    time_elapsed         | 30           |
|    total_timesteps      | 35840        |
| train/                  |              |
|    approx_kl            | 0.0016894017 |
|    clip_fraction        | 0.0467       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.76        |
|    explained_variance   | 0.275        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.909        |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00219     |
|    std                  | 0.956        |
|    value_loss           | 1.46         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 364          |
|    ep_rew_mean          | 13.6         |
| time/                   |              |
|    fps                  | 1151         |
|    iterations           | 15           |
|    time_elapsed         | 33           |
|    total_timesteps      | 38400        |
| train/                  |              |
|    approx_kl            | 0.0018324781 |
|    clip_fraction        | 0.0726       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.74        |
|    explained_variance   | 0.356        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.288        |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.00307     |
|    std                  | 0.95         |
|    value_loss           | 1.19         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.25         |
|    max_step             | 0            |
|    mean_ep_length       | 93           |
|    mean_reward          | 120          |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.32916138   |
|    route_completion     | 0.184        |
|    success_rate         | 0            |
|    total_cost           | 1.25         |
| time/                   |              |
|    total_timesteps      | 40000        |
| train/                  |              |
|    approx_kl            | 0.0016148996 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0445       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.73        |
|    explained_variance   | 0.268        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.58         |
|    max_step             | 0            |
|    n_updates            | 300          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00155     |
|    route_completion     | 0.106        |
|    std                  | 0.946        |
|    total_cost           | 1            |
|    value_loss           | 3.08         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 326      |
|    ep_rew_mean     | 12.9     |
| time/              |          |
|    fps             | 1108     |
|    iterations      | 16       |
|    time_elapsed    | 36       |
|    total_timesteps | 40960    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 311          |
|    ep_rew_mean          | 13.3         |
| time/                   |              |
|    fps                  | 1110         |
|    iterations           | 17           |
|    time_elapsed         | 39           |
|    total_timesteps      | 43520        |
| train/                  |              |
|    approx_kl            | 0.0018590849 |
|    clip_fraction        | 0.0971       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.72        |
|    explained_variance   | -0.06        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.52         |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00319     |
|    std                  | 0.944        |
|    value_loss           | 3.91         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 285          |
|    ep_rew_mean          | 13.9         |
| time/                   |              |
|    fps                  | 1100         |
|    iterations           | 18           |
|    time_elapsed         | 41           |
|    total_timesteps      | 46080        |
| train/                  |              |
|    approx_kl            | 0.0020874583 |
|    clip_fraction        | 0.106        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.72        |
|    explained_variance   | 0.104        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.16         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00396     |
|    std                  | 0.941        |
|    value_loss           | 3.28         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 219          |
|    ep_rew_mean          | 14.5         |
| time/                   |              |
|    fps                  | 1088         |
|    iterations           | 19           |
|    time_elapsed         | 44           |
|    total_timesteps      | 48640        |
| train/                  |              |
|    approx_kl            | 0.0013815106 |
|    clip_fraction        | 0.0511       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.00296      |
|    learning_rate        | 5e-05        |
|    loss                 | 3.01         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00171     |
|    std                  | 0.94         |
|    value_loss           | 7.01         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.2          |
|    max_step             | 0            |
|    mean_ep_length       | 39           |
|    mean_reward          | 16.5         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.35451362   |
|    route_completion     | 0.164        |
|    success_rate         | 0            |
|    total_cost           | 1.2          |
| time/                   |              |
|    total_timesteps      | 50000        |
| train/                  |              |
|    approx_kl            | 0.0013979578 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.058        |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.71        |
|    explained_variance   | 0.0866       |
|    learning_rate        | 5e-05        |
|    loss                 | 3.57         |
|    max_step             | 0            |
|    n_updates            | 380          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00206     |
|    route_completion     | 0.0951       |
|    std                  | 0.937        |
|    total_cost           | 1            |
|    value_loss           | 6.91         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 188      |
|    ep_rew_mean     | 13.9     |
| time/              |          |
|    fps             | 1066     |
|    iterations      | 20       |
|    time_elapsed    | 48       |
|    total_timesteps | 51200    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 155          |
|    ep_rew_mean          | 13.3         |
| time/                   |              |
|    fps                  | 1048         |
|    iterations           | 21           |
|    time_elapsed         | 51           |
|    total_timesteps      | 53760        |
| train/                  |              |
|    approx_kl            | 0.0013232739 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.183        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.99         |
|    n_updates            | 400          |
|    policy_gradient_loss | -0.00157     |
|    std                  | 0.934        |
|    value_loss           | 3.94         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 143          |
|    ep_rew_mean          | 13           |
| time/                   |              |
|    fps                  | 1043         |
|    iterations           | 22           |
|    time_elapsed         | 53           |
|    total_timesteps      | 56320        |
| train/                  |              |
|    approx_kl            | 0.0011418993 |
|    clip_fraction        | 0.0344       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.7         |
|    explained_variance   | 0.34         |
|    learning_rate        | 5e-05        |
|    loss                 | 3.26         |
|    n_updates            | 420          |
|    policy_gradient_loss | -0.00107     |
|    std                  | 0.934        |
|    value_loss           | 5.23         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | 12.4         |
| time/                   |              |
|    fps                  | 1036         |
|    iterations           | 23           |
|    time_elapsed         | 56           |
|    total_timesteps      | 58880        |
| train/                  |              |
|    approx_kl            | 0.0009898066 |
|    clip_fraction        | 0.0179       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.69        |
|    explained_variance   | 0.304        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.35         |
|    n_updates            | 440          |
|    policy_gradient_loss | -0.000815    |
|    std                  | 0.928        |
|    value_loss           | 4.86         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.167        |
|    max_step             | 0            |
|    mean_ep_length       | 44           |
|    mean_reward          | 23           |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.37496114   |
|    route_completion     | 0.154        |
|    success_rate         | 0            |
|    total_cost           | 1.17         |
| time/                   |              |
|    total_timesteps      | 60000        |
| train/                  |              |
|    approx_kl            | 0.0011383139 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0376       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.402        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.8          |
|    max_step             | 0            |
|    n_updates            | 460          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00179     |
|    route_completion     | 0.0898       |
|    std                  | 0.923        |
|    total_cost           | 1            |
|    value_loss           | 6.89         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 120      |
|    ep_rew_mean     | 12.1     |
| time/              |          |
|    fps             | 1016     |
|    iterations      | 24       |
|    time_elapsed    | 60       |
|    total_timesteps | 61440    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | 12.2         |
| time/                   |              |
|    fps                  | 1010         |
|    iterations           | 25           |
|    time_elapsed         | 63           |
|    total_timesteps      | 64000        |
| train/                  |              |
|    approx_kl            | 0.0020050548 |
|    clip_fraction        | 0.094        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.68        |
|    explained_variance   | 0.0756       |
|    learning_rate        | 5e-05        |
|    loss                 | 4.11         |
|    n_updates            | 480          |
|    policy_gradient_loss | -0.00309     |
|    std                  | 0.922        |
|    value_loss           | 8.81         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 12.2         |
| time/                   |              |
|    fps                  | 1006         |
|    iterations           | 26           |
|    time_elapsed         | 66           |
|    total_timesteps      | 66560        |
| train/                  |              |
|    approx_kl            | 0.0011151572 |
|    clip_fraction        | 0.019        |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.377        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.57         |
|    n_updates            | 500          |
|    policy_gradient_loss | -0.000807    |
|    std                  | 0.921        |
|    value_loss           | 6.87         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 103          |
|    ep_rew_mean          | 11.1         |
| time/                   |              |
|    fps                  | 1001         |
|    iterations           | 27           |
|    time_elapsed         | 69           |
|    total_timesteps      | 69120        |
| train/                  |              |
|    approx_kl            | 0.0014168954 |
|    clip_fraction        | 0.0694       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.547        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.12         |
|    n_updates            | 520          |
|    policy_gradient_loss | -0.00275     |
|    std                  | 0.917        |
|    value_loss           | 4.55         |
------------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.143        |
|    max_step             | 0            |
|    mean_ep_length       | 45           |
|    mean_reward          | 24.4         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.39126757   |
|    route_completion     | 0.148        |
|    success_rate         | 0            |
|    total_cost           | 1.14         |
| time/                   |              |
|    total_timesteps      | 70000        |
| train/                  |              |
|    approx_kl            | 0.0013931368 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0646       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.67         |
|    learning_rate        | 5e-05        |
|    loss                 | 2.36         |
|    max_step             | 0            |
|    n_updates            | 540          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.0032      |
|    route_completion     | 0.0863       |
|    std                  | 0.916        |
|    total_cost           | 1            |
|    value_loss           | 4.85         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 101      |
|    ep_rew_mean     | 10.5     |
| time/              |          |
|    fps             | 988      |
|    iterations      | 28       |
|    time_elapsed    | 72       |
|    total_timesteps | 71680    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 107          |
|    ep_rew_mean          | 11.2         |
| time/                   |              |
|    fps                  | 985          |
|    iterations           | 29           |
|    time_elapsed         | 75           |
|    total_timesteps      | 74240        |
| train/                  |              |
|    approx_kl            | 0.0010896808 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.494        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.2          |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.000635    |
|    std                  | 0.915        |
|    value_loss           | 6.47         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 110           |
|    ep_rew_mean          | 12.5          |
| time/                   |               |
|    fps                  | 981           |
|    iterations           | 30            |
|    time_elapsed         | 78            |
|    total_timesteps      | 76800         |
| train/                  |               |
|    approx_kl            | 0.00021881776 |
|    clip_fraction        | 0.000898      |
|    clip_range           | 0.1           |
|    entropy_loss         | -2.66         |
|    explained_variance   | 0.416         |
|    learning_rate        | 5e-05         |
|    loss                 | 3.15          |
|    n_updates            | 580           |
|    policy_gradient_loss | -0.000361     |
|    std                  | 0.91          |
|    value_loss           | 7.43          |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 104         |
|    ep_rew_mean          | 12.1        |
| time/                   |             |
|    fps                  | 974         |
|    iterations           | 31          |
|    time_elapsed         | 81          |
|    total_timesteps      | 79360       |
| train/                  |             |
|    approx_kl            | 0.000703463 |
|    clip_fraction        | 0.012       |
|    clip_range           | 0.1         |
|    entropy_loss         | -2.64       |
|    explained_variance   | 0.354       |
|    learning_rate        | 5e-05       |
|    loss                 | 4.41        |
|    n_updates            | 600         |
|    policy_gradient_loss | -0.000362   |
|    std                  | 0.907       |
|    value_loss           | 8.58        |
-----------------------------------------
------------------------------------------
| eval/                   |              |
|    arrive_dest          | 0            |
|    crash                | 0.125        |
|    max_step             | 0            |
|    mean_ep_length       | 48           |
|    mean_reward          | 28.9         |
|    num_episodes         | 5            |
|    out_of_road          | 1            |
|    raw_action           | 0.40445015   |
|    route_completion     | 0.145        |
|    success_rate         | 0            |
|    total_cost           | 1.12         |
| time/                   |              |
|    total_timesteps      | 80000        |
| train/                  |              |
|    approx_kl            | 0.0011214886 |
|    arrive_dest          | 0            |
|    clip_fraction        | 0.0346       |
|    clip_range           | 0.1          |
|    crash                | 0            |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.385        |
|    learning_rate        | 5e-05        |
|    loss                 | 4.65         |
|    max_step             | 0            |
|    n_updates            | 620          |
|    out_of_road          | 1            |
|    policy_gradient_loss | -0.00121     |
|    route_completion     | 0.0847       |
|    std                  | 0.904        |
|    total_cost           | 1            |
|    value_loss           | 9.02         |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 95.2     |
|    ep_rew_mean     | 11.2     |
| time/              |          |
|    fps             | 963      |
|    iterations      | 32       |
|    time_elapsed    | 85       |
|    total_timesteps | 81920    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 98.3         |
|    ep_rew_mean          | 12           |
| time/                   |              |
|    fps                  | 961          |
|    iterations           | 33           |
|    time_elapsed         | 87           |
|    total_timesteps      | 84480        |
| train/                  |              |
|    approx_kl            | 0.0015480604 |
|    clip_fraction        | 0.0695       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.233        |
|    learning_rate        | 5e-05        |
|    loss                 | 5.16         |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.903        |
|    value_loss           | 9.99         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 93           |
|    ep_rew_mean          | 10.3         |
| time/                   |              |
|    fps                  | 958          |
|    iterations           | 34           |
|    time_elapsed         | 90           |
|    total_timesteps      | 87040        |
| train/                  |              |
|    approx_kl            | 0.0010507521 |
|    clip_fraction        | 0.0206       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.547        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.08         |
|    n_updates            | 660          |
|    policy_gradient_loss | -0.00106     |
|    std                  | 0.902        |
|    value_loss           | 5.89         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 98.2         |
|    ep_rew_mean          | 11           |
| time/                   |              |
|    fps                  | 957          |
|    iterations           | 35           |
|    time_elapsed         | 93           |
|    total_timesteps      | 89600        |
| train/                  |              |
|    approx_kl            | 0.0011007147 |
|    clip_fraction        | 0.0246       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.63        |
|    explained_variance   | 0.501        |
|    learning_rate        | 5e-05        |
|    loss                 | 3.14         |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00103     |
|    std                  | 0.9          |
|    value_loss           | 6.6          |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    arrive_dest          | 0           |
|    crash                | 0.111       |
|    max_step             | 0           |
|    mean_ep_length       | 44          |
|    mean_reward          | 23          |
|    num_episodes         | 5           |
|    out_of_road          | 1           |
|    raw_action           | 0.41515398  |
|    route_completion     | 0.141       |
|    success_rate         | 0           |
|    total_cost           | 1.11        |
| time/                   |             |
|    total_timesteps      | 90000       |
| train/                  |             |
|    approx_kl            | 0.002083701 |
|    arrive_dest          | 0           |
|    clip_fraction        | 0.0895      |
|    clip_range           | 0.1         |
|    crash                | 0           |
|    entropy_loss         | -2.62       |
|    explained_variance   | 0.74        |
|    learning_rate        | 5e-05       |
|    loss                 | 1.74        |
|    max_step             | 0           |
|    n_updates            | 700         |
|    out_of_road          | 1           |
|    policy_gradient_loss | -0.00364    |
|    route_completion     | 0.0823      |
|    std                  | 0.896       |
|    total_cost           | 1           |
|    value_loss           | 3.52        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 103      |
|    ep_rew_mean     | 11.7     |
| time/              |          |
|    fps             | 953      |
|    iterations      | 36       |
|    time_elapsed    | 96       |
|    total_timesteps | 92160    |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 93.6         |
|    ep_rew_mean          | 11           |
| time/                   |              |
|    fps                  | 946          |
|    iterations           | 37           |
|    time_elapsed         | 100          |
|    total_timesteps      | 94720        |
| train/                  |              |
|    approx_kl            | 0.0013584783 |
|    clip_fraction        | 0.0754       |
|    clip_range           | 0.1          |
|    entropy_loss         | -2.62        |
|    explained_variance   | 0.564        |
|    learning_rate        | 5e-05        |
|    loss                 | 2.73         |
|    n_updates            | 720          |
